class,cap-shape,cap-surface,cap-color,bruises,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous, knobbed,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
edible, knobbed,fibrous,white,no,gray,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous, knobbed,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous, knobbed,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous, knobbed,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
edible,bell,smooth,brown,no,white,enlarging,brown,brown,white,two,pendant,white,solitary,woods
poisonous,flat,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
edible,convex,smooth,brown,no,white,enlarging,brown,brown,white,two,pendant,white,solitary,woods
poisonous,flat,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
edible, knobbed,fibrous,white,no,white,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous,flat,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous, knobbed,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
edible,bell,smooth,brown,no,white,enlarging,brown,brown,white,two,pendant,white,solitary,paths
poisonous, knobbed,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,convex,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,brown,enlarging,orange,orange,brown,one,pendant,brown,clustered,leaves
edible, knobbed,smooth,gray,no,pink,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous, knobbed,scaly,red,no,yellow,enlarging,cinnamon,cinnamon,white,none,none,white,clustered,woods
poisonous, knobbed,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
edible, knobbed,smooth,brown,no,yellow,enlarging,orange,orange,orange,one,pendant,orange,clustered,leaves
poisonous,flat,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
edible, knobbed,fibrous,white,no,pink,enlarging,white,white,white,two,pendant,white,scattered,grasses
edible,convex,smooth,gray,no,white,enlarging,white,white,white,two,pendant,white,scattered,grasses
edible, knobbed,smooth,brown,no,yellow,enlarging,orange,orange,orange,one,pendant,orange,several,leaves
poisonous, knobbed,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous, knobbed,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
edible,convex,smooth,white,no,white,enlarging,white,white,white,two,pendant,white,scattered,grasses
edible, knobbed,smooth,white,no,gray,enlarging,white,white,white,two,pendant,white,numerous,grasses
edible, knobbed,smooth,white,no,pink,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous, knobbed,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
edible, knobbed,smooth,gray,no,white,enlarging,white,white,white,two,pendant,white,scattered,grasses
edible,convex,fibrous,white,no,gray,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous, knobbed,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
edible,bell,smooth,white,no,gray,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous, knobbed,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
edible, knobbed,smooth,gray,no,pink,enlarging,white,white,white,two,pendant,white,scattered,grasses
edible,convex,smooth,white,no,white,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous,flat,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
edible,convex,fibrous,white,no,gray,enlarging,white,white,white,two,pendant,white,scattered,grasses
edible, knobbed,fibrous,white,no,gray,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous,flat,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
edible,flat,smooth,gray,bruises,white,enlarging,white,white,white,two,pendant,white,several,paths
poisonous, knobbed,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
edible, knobbed,smooth,brown,no,yellow,enlarging,orange,orange,brown,one,pendant,buff,clustered,leaves
edible,convex,smooth,brown,no,brown,enlarging,orange,orange,orange,one,pendant,brown,clustered,leaves
poisonous, knobbed,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
edible, knobbed,fibrous,white,no,gray,enlarging,white,white,white,two,pendant,white,numerous,grasses
edible, knobbed,smooth,brown,no,orange,enlarging,orange,orange,brown,one,pendant,brown,clustered,leaves
poisonous, knobbed,scaly,cinnamon,no,white,enlarging,cinnamon,cinnamon,white,none,none,white,clustered,woods
edible,convex,fibrous,gray,no,gray,enlarging,white,white,white,two,pendant,white,scattered,grasses
edible,convex,smooth,brown,no,brown,enlarging,orange,orange,orange,one,pendant,orange,several,leaves
edible,convex,smooth,brown,no,yellow,enlarging,orange,orange,orange,one,pendant,buff,several,leaves
poisonous, knobbed,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
edible, knobbed,fibrous,white,no,pink,enlarging,white,white,white,two,pendant,white,numerous,grasses
edible,convex,fibrous,gray,no,gray,enlarging,white,white,white,two,pendant,white,scattered,grasses
edible,flat,smooth,brown,no,orange,enlarging,orange,orange,orange,one,pendant,brown,several,leaves
poisonous, knobbed,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
edible, knobbed,fibrous,gray,no,pink,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous,flat,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
edible, knobbed,smooth,gray,no,white,enlarging,white,white,white,two,pendant,white,scattered,grasses
edible,bell,smooth,brown,no,yellow,enlarging,orange,orange,brown,one,pendant,yellow,clustered,leaves
poisonous, knobbed,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
edible,bell,smooth,brown,no,orange,enlarging,orange,orange,brown,one,pendant,orange,several,leaves
poisonous, knobbed,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous, knobbed,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
edible,convex,smooth,pink,bruises,white,enlarging,white,white,white,two,pendant,white,solitary,paths
poisonous,flat,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,no,white,enlarging,cinnamon,cinnamon,white,none,none,white,clustered,woods
poisonous, knobbed,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
edible, knobbed,smooth,gray,no,gray,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous, knobbed,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
edible,flat,smooth,cinnamon,bruises,white,enlarging,white,white,white,two,pendant,white,solitary,paths
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous, knobbed,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,flat,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
edible,flat,smooth,brown,no,yellow,enlarging,orange,orange,brown,one,pendant,brown,clustered,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
edible,bell,fibrous,gray,no,white,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous, knobbed,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
edible, knobbed,fibrous,gray,no,gray,enlarging,white,white,white,two,pendant,white,numerous,grasses
edible,flat,smooth,brown,no,brown,enlarging,orange,orange,brown,one,pendant,brown,several,leaves
poisonous,flat,scaly,brown,no,white,enlarging,cinnamon,cinnamon,white,none,none,white,clustered,woods
poisonous, knobbed,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,flat,smooth,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous, knobbed,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous, knobbed,smooth,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous, knobbed,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
edible,convex,fibrous,gray,no,gray,enlarging,white,white,white,two,pendant,white,numerous,grasses
poisonous, knobbed,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous,convex,scaly,cinnamon,no,yellow,enlarging,cinnamon,cinnamon,white,none,none,white,clustered,woods
poisonous, knobbed,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
edible,bell,smooth,white,no,pink,enlarging,white,white,white,two,pendant,white,scattered,grasses
poisonous, knobbed,smooth,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous, knobbed,scaly,red,no,buff,tapering,pink,white,white,one,evanescent,white,several,woods
poisonous, knobbed,scaly,red,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
